Holder,Shares,Date Reported,% Out,Value,ABV
Yacktman Asset Management Lp,1555000,2021-09-29,0.0637,12719900,TREC
Dimensional Fund Advisors LP,1250250,2021-09-29,0.0512,10227045,TREC
"Vanguard Group, Inc. (The)",1146560,2021-09-29,0.047,9378860,TREC
"Wellington Management Group, LLP",1047409,2021-09-29,0.0429,8567805,TREC
Royce & Associates LP,1026543,2021-09-29,0.0421,8397121,TREC
"Rutabaga Capital Management, LLC",813683,2021-09-29,0.0333,6655926,TREC
Capital Management Corporation,511290,2021-09-29,0.021,4182352,TREC
First Wilshire Securities Management Inc,473066,2021-09-29,0.0194,3869679,TREC
"Franklin Resources, Inc.",429318,2021-09-29,0.0176,3511821,TREC
Bard Associates Inc.,416451,2021-09-29,0.0171,3406569,TREC
