Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,2651248,2021-09-29,0.16,173312081,AMWD
"Vanguard Group, Inc. (The)",1484890,2021-09-29,0.08960000000000001,97067259,AMWD
"Cooke & Bieler, Inc",1247644,2021-09-29,0.0753,81558488,AMWD
"Broad Run Investment Management, LLC",891832,2021-09-29,0.0538,58299057,AMWD
Dimensional Fund Advisors LP,734411,2021-09-29,0.0443,48008447,AMWD
"Wellington Management Group, LLP",724710,2021-09-29,0.0437,47374292,AMWD
Janus Henderson Group PLC,655855,2021-09-29,0.039599999999999996,42873241,AMWD
State Street Corporation,535908,2021-09-29,0.0323,35032305,AMWD
Paradigm Capital Management,435500,2021-09-29,0.0263,28468635,AMWD
Brown Advisory Inc.,317328,2021-09-29,0.0192,20743731,AMWD
