Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,6258130,2021-09-29,0.1741,137053047,SPTN
Dimensional Fund Advisors LP,2762356,2021-09-29,0.07690000000000001,60495596,SPTN
"Vanguard Group, Inc. (The)",2633980,2021-09-29,0.0733,57684162,SPTN
Lsv Asset Management,1528610,2021-09-29,0.0425,33476559,SPTN
State Street Corporation,1390179,2021-09-29,0.0387,30444920,SPTN
"Renaissance Technologies, LLC",985612,2021-09-29,0.0274,21584902,SPTN
Bank Of New York Mellon Corporation,682130,2021-09-29,0.019,14938647,SPTN
Invesco Ltd.,673052,2021-09-29,0.0187,14739838,SPTN
"Mirae Asset Global Investments Co., Ltd.",667681,2021-09-29,0.018600000000000002,14622213,SPTN
"Geode Capital Management, LLC",626830,2021-09-29,0.0174,13727577,SPTN
