Holder,Shares,Date Reported,% Out,Value,ABV
Flagship Pioneering Inc.,10370369,2021-09-29,0.321,58592584,SGTX
Blackrock Inc.,1740942,2021-09-29,0.053899999999999997,9836322,SGTX
Canada Pension Plan Investment Board,1485185,2021-09-29,0.046,8391295,SGTX
"FMR, LLC",931742,2021-09-29,0.0288,5264342,SGTX
"Harbourvest Partners, LLC",740740,2021-09-29,0.0229,4185181,SGTX
Wisconsin (State Of) Investment Board,509629,2021-09-29,0.0158,2879403,SGTX
Morgan Stanley,506317,2021-09-29,0.015700000000000002,2860691,SGTX
"Vanguard Group, Inc. (The)",403183,2021-09-29,0.0125,2277983,SGTX
"American Century Companies, Inc.",359688,2021-09-29,0.0111,2032237,SGTX
Monashee Investment Management LLC,317460,2021-09-29,0.0098,1793649,SGTX
