Holder,Shares,Date Reported,% Out,Value,ABV
"CVI Holdings, LLC",1600000,2021-06-29,0.09140000000000001,15584000,GAPA
"Goldman Sachs Group, Inc.",1026526,2021-06-29,0.0587,9998363,GAPA
Linden Advisors LP,825000,2021-06-29,0.0471,8035500,GAPA
Polar Asset Management Partners Inc.,600000,2021-06-29,0.034300000000000004,5844000,GAPA
Karpus Management Inc,527253,2021-06-29,0.0301,5135444,GAPA
CNH Partners LLC,499998,2021-06-29,0.0286,4869980,GAPA
Nomura Holdings Inc.,427400,2021-06-29,0.024399999999999998,4162876,GAPA
Alberta Investment Managament Corp,390814,2021-06-29,0.0223,3806528,GAPA
"MMCAP International, Inc. SPC",350000,2021-06-29,0.02,3409000,GAPA
Pentwater Capital Management Lp,322998,2021-06-29,0.018500000000000003,3146000,GAPA
