Holder,Shares,Date Reported,% Out,Value,ABV
Parametric Portfolio Associates,1281239,2021-09-29,0.0559,20743259,ARDC
"Guggenheim Capital, LLC",1274607,2021-09-29,0.0556,20635887,ARDC
Cohen & Steers Inc.,763437,2021-09-29,0.0333,12360045,ARDC
Wells Fargo & Company,634452,2021-09-29,0.0277,10271777,ARDC
SIT Investment Associates Inc,632560,2021-09-29,0.0276,10241146,ARDC
Invesco Ltd.,539445,2021-09-29,0.0235,8733614,ARDC
"Advisors Asset Management, Inc.",429642,2021-09-29,0.0187,6955903,ARDC
UBS Group AG,408875,2021-09-29,0.0178,6619686,ARDC
Citadel Advisors LLC,293849,2021-09-29,0.0128,4757415,ARDC
First Trust Advisors Lp,293021,2021-09-29,0.0128,4744009,ARDC
