Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",485033,2021-09-29,0.0108,311633,NBY
"Bridgeway Capital Management, Inc.",155000,2021-09-29,0.0034000000000000002,99587,NBY
"Geode Capital Management, LLC",147318,2021-09-29,0.0033,94651,NBY
Virtu Financial LLC,133484,2021-09-29,0.003,85763,NBY
"Renaissance Technologies, LLC",63022,2021-09-29,0.0014000000000000002,40491,NBY
Citadel Advisors LLC,57069,2021-09-29,0.0013,36666,NBY
Townsquare Capital LLC,53672,2021-09-29,0.0012,34484,NBY
"Jane Street Group, LLC",43474,2021-09-29,0.001,27932,NBY
Northern Trust Corporation,28322,2021-09-29,0.0006,18196,NBY
"Commonwealth Equity Services, LLC",10030,2021-09-29,0.0002,6444,NBY
