Holder,Shares,Date Reported,% Out,Value,ABV
Mizuho Securities USA LLC,188507,2021-09-29,0.0377,1932196,HHGCU
"Saba Capital Management, L.P.",158627,2021-09-29,0.0317,1625926,HHGCU
Kepos Capital Lp,133000,2021-09-29,0.026600000000000002,1363250,HHGCU
"Wolverine Asset Management, LLC",130254,2021-09-29,0.026099999999999998,1335103,HHGCU
"Yakira Capital Management, Inc.",125000,2021-09-29,0.025,1281250,HHGCU
Weiss Asset Management LP,125000,2021-09-29,0.025,1281250,HHGCU
Hudson Bay Capital Management Lp,125000,2021-09-29,0.025,1281250,HHGCU
"Boothbay Fund Management, LLC",125000,2021-09-29,0.025,1281250,HHGCU
"CVI Holdings, LLC",125000,2021-09-29,0.025,1281250,HHGCU
ATW Spac Management LLC,125000,2021-09-29,0.025,1281250,HHGCU
