Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",173257809,2021-09-29,0.0703,1663274966,PCG
Capital Research Global Investors,160989260,2021-09-29,0.0654,1545496896,PCG
"FMR, LLC",136228691,2021-09-29,0.0553,1307795433,PCG
Blackrock Inc.,101181656,2021-09-29,0.041100000000000005,971343897,PCG
"Third Point, LLC",81935257,2021-09-29,0.0333,786578467,PCG
Blackstone Inc,47578945,2021-09-29,0.019299999999999998,456757872,PCG
Massachusetts Financial Services Co.,39189986,2021-09-29,0.0159,376223865,PCG
Price (T.Rowe) Associates Inc,37870255,2021-09-29,0.0154,363554448,PCG
"Silver Point Capital, L.P.",37750000,2021-09-29,0.015300000000000001,362400000,PCG
"Zimmer Partners, LP",37063267,2021-09-29,0.015,355807363,PCG
