Holder,Shares,Date Reported,% Out,Value,ABV
Adage Capital Partners GP L.L.C.,1400000,2021-09-29,0.060899999999999996,13580000,AEAC
Hudson Bay Capital Management Lp,1327347,2021-09-29,0.057699999999999994,12875265,AEAC
"Goldman Sachs Group, Inc.",1000610,2021-09-29,0.0435,9705917,AEAC
Bank of America Corporation,937577,2021-09-29,0.0408,9094496,AEAC
Citadel Advisors LLC,795017,2021-09-29,0.0346,7711664,AEAC
Polar Asset Management Partners Inc.,747404,2021-09-29,0.0325,7249818,AEAC
"Castle Creek Arbitrage, LLC",737498,2021-09-29,0.0321,7153730,AEAC
Sage Rock Capital Management LP,679000,2021-09-29,0.029500000000000002,6586300,AEAC
Periscope Capital Inc.,676119,2021-09-29,0.0294,6558354,AEAC
Sculptor Capital Lp,541240,2021-09-29,0.0235,5250028,AEAC
