Holder,Shares,Date Reported,% Out,Value,ABV
Paradigm Capital Management,1415800,2021-09-29,0.10980000000000001,27197518,KIRK
"Osmium Partners, LLC",1254481,2021-09-29,0.0973,24098580,KIRK
Blackrock Inc.,907374,2021-09-29,0.0704,17430654,KIRK
"Vanguard Group, Inc. (The)",795279,2021-09-29,0.0617,15277309,KIRK
Royce & Associates LP,727906,2021-09-29,0.0564,13983074,KIRK
Intrinsic Edge Capital Management LLC,561169,2021-09-29,0.0435,10780056,KIRK
"Renaissance Technologies, LLC",553100,2021-09-29,0.0429,10625051,KIRK
"Shaw D.E. & Co., Inc.",367881,2021-09-29,0.0285,7066994,KIRK
Friess Associates Inc,314592,2021-09-29,0.024399999999999998,6043312,KIRK
U.S. Bancorp (Minnesota),270000,2021-09-29,0.0209,5186700,KIRK
