Holder,Shares,Date Reported,% Out,Value,ABV
State Street Corporation,30297308,2021-09-29,0.0704,118462474,TELL
Blackrock Inc.,24445724,2021-09-29,0.056799999999999996,95582780,TELL
"Vanguard Group, Inc. (The)",19652287,2021-09-29,0.045700000000000005,76840442,TELL
"Renaissance Technologies, LLC",7467500,2021-09-29,0.0173,29197925,TELL
"Geode Capital Management, LLC",6805649,2021-09-29,0.0158,26610087,TELL
Hood River Capital Management LLC,5552527,2021-09-29,0.0129,21710380,TELL
Adage Capital Partners GP L.L.C.,5050000,2021-09-29,0.011699999999999999,19745500,TELL
Nuveen Asset Management,4555259,2021-09-29,0.0106,17811062,TELL
Northern Trust Corporation,3498607,2021-09-29,0.008100000000000001,13679553,TELL
Melqart Asset Management UK Ltd.,3366912,2021-09-29,0.0078000000000000005,13164625,TELL
