Holder,Shares,Date Reported,% Out,Value,ABV
"River Road Asset Management, LLC",1625948,2021-09-29,0.07,49867825,SP
Blackrock Inc.,1519259,2021-09-29,0.0654,46595673,SP
"Segall Bryant & Hamill, Llc",1369724,2021-09-29,0.059000000000000004,42009435,SP
"Wellington Management Group, LLP",1297328,2021-09-29,0.0559,39789049,SP
"Vanguard Group, Inc. (The)",1192198,2021-09-29,0.0513,36564712,SP
"William Blair Investment Management, LLC",1002838,2021-09-29,0.0432,30757041,SP
"Aristotle Capital Boston, LLC",898566,2021-09-29,0.0387,27559019,SP
"Telemark Asset Management, LLC",849400,2021-09-29,0.0366,26051098,SP
Dimensional Fund Advisors LP,823176,2021-09-29,0.0354,25246807,SP
Bernzott Capital Advisors,802302,2021-09-29,0.0345,24606602,SP
