Holder,Shares,Date Reported,% Out,Value,ABV
Dimensional Fund Advisors LP,628356,2021-09-29,0.0707,9601279,USAK
Grace & White Inc /ny,526694,2021-09-29,0.0593,8047884,USAK
"Vanguard Group, Inc. (The)",317439,2021-09-29,0.035699999999999996,4850467,USAK
Acuitas Investments LLC,233532,2021-09-29,0.0263,3568368,USAK
Hillsdale Investment Management Inc.,229607,2021-09-29,0.0258,3508394,USAK
"Bridgeway Capital Management, Inc.",215900,2021-09-29,0.024300000000000002,3298952,USAK
Acadian Asset Management. LLC,156024,2021-09-29,0.0176,2384046,USAK
Essex Investment Management Co Inc,154357,2021-09-29,0.0174,2358574,USAK
"Jacobs Levy Equity Management, Inc.",152461,2021-09-29,0.0172,2329604,USAK
U.S. Bancorp (Minnesota),114535,2021-09-29,0.0129,1750094,USAK
