Holder,Shares,Date Reported,% Out,Value,ABV
Virtu Financial LLC,335555,2021-09-29,0.0054,197071,AIHS
HRT Financial LLC,146125,2021-09-29,0.0024,85819,AIHS
"CIBC Private Wealth Group, LLC",139403,2021-09-29,0.0023,81871,AIHS
"Two Sigma Advisers, LP",69300,2021-09-29,0.0011,40699,AIHS
Gsa Capital Partners Llp,36185,2021-09-29,0.0006,21251,AIHS
Citadel Advisors LLC,29224,2021-09-29,0.0005,17163,AIHS
"Geode Capital Management, LLC",16727,2021-09-29,0.0003,9823,AIHS
"Capital CS Group, LLC",15000,2021-09-29,0.0002,8809,AIHS
UBS Group AG,13056,2021-09-29,0.0002,7667,AIHS
"Two Sigma Securities, LLC",11857,2021-09-29,0.0002,6963,AIHS
