Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,8155555,2021-09-29,0.1613,467313301,NWE
"Vanguard Group, Inc. (The)",5240770,2021-09-29,0.1036,300296121,NWE
"American Century Companies, Inc.",3399570,2021-09-29,0.0672,194795361,NWE
Price (T.Rowe) Associates Inc,3063807,2021-09-29,0.060599999999999994,175556141,NWE
JP Morgan Chase & Company,2381302,2021-09-29,0.0471,136448604,NWE
State Street Corporation,1613911,2021-09-29,0.0319,92477100,NWE
Victory Capital Management Inc.,1567171,2021-09-29,0.031,89798898,NWE
Bank Of New York Mellon Corporation,1140044,2021-09-29,0.0225,65324521,NWE
First Trust Advisors Lp,1106381,2021-09-29,0.0219,63395631,NWE
Macquarie Group Limited,1081584,2021-09-29,0.021400000000000002,61974763,NWE
