Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,1077097,2021-12-30,0.050300000000000004,16210309,MYC
"Rivernorth Capital Management, Llc",637772,2021-09-29,0.0298,9687756,MYC
Hollencrest Capital Management,476559,2021-12-30,0.0222,7172212,MYC
"Guggenheim Capital, LLC",434029,2021-12-30,0.0203,6532136,MYC
SIT Investment Associates Inc,405387,2021-12-30,0.0189,6101074,MYC
Bank of America Corporation,314488,2021-12-30,0.0147,4733044,MYC
"Karpus Management, Inc.",301754,2021-12-30,0.0141,4541397,MYC
"Hennion & Walsh Asset Management, Inc.",208936,2021-12-30,0.0098,3144486,MYC
"Advisors Asset Management, Inc.",164172,2021-12-30,0.0077,2470788,MYC
"Robinson Capital Management, LLC",138442,2021-12-30,0.006500000000000001,2083552,MYC
