Holder,Shares,Date Reported,% Out,Value,ABV
"First Eagle Investment Management, LLC",231442622,2021-09-29,0.0147,638781636,ABEV
Harding Loevner LLC,182303711,2021-09-29,0.0116,503158242,ABEV
Sprucegrove Investment Management Ltd,125495637,2021-09-29,0.008,346367958,ABEV
Ruffer LLP,110784545,2021-09-29,0.006999999999999999,305765344,ABEV
"Westwood Global Investments, LLC",105419036,2021-09-29,0.0067,290956539,ABEV
"FMR, LLC",103207885,2021-09-29,0.0066,284853762,ABEV
Massachusetts Financial Services Co.,50609350,2021-09-29,0.0032,139681806,ABEV
Blackrock Inc.,45638965,2021-09-29,0.0029,125963543,ABEV
"Goldman Sachs Group, Inc.",40939516,2021-09-29,0.0026,112993064,ABEV
Bank of America Corporation,34882499,2021-09-29,0.0022,96275697,ABEV
