Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",9577675,2021-12-30,0.0687,31702104,XL
JP Morgan Chase & Company,6884875,2021-12-30,0.049400000000000006,22788936,XL
Blackrock Inc.,3615993,2021-12-30,0.0259,11968936,XL
Morgan Stanley,1843385,2021-12-30,0.0132,6101604,XL
"Geode Capital Management, LLC",1116559,2021-12-30,0.008,3695810,XL
Alps Advisors Inc.,1029533,2021-12-30,0.0074,3407754,XL
State Street Corporation,905381,2021-12-30,0.006500000000000001,2996811,XL
"Renaissance Technologies, LLC",782642,2021-12-30,0.005600000000000001,2590545,XL
"Susquehanna International Group, LLP",681921,2021-12-30,0.0049,2257158,XL
"Charles Schwab Investment Management, Inc.",558659,2021-12-30,0.004,1849161,XL
