Holder,Shares,Date Reported,% Out,Value,ABV
Karpus Management Inc,2075680,2021-09-29,0.2173,21047395,ADOC
Polar Asset Management Partners Inc.,899000,2021-09-29,0.0941,9115860,ADOC
Periscope Capital Inc.,750300,2021-09-29,0.0785,7608042,ADOC
Mizuho Securities USA LLC,725000,2021-09-29,0.0759,7351500,ADOC
Hudson Bay Capital Management Lp,500001,2021-09-29,0.052300000000000006,5070010,ADOC
Berkley W R Corp,468143,2021-09-29,0.049,4746970,ADOC
Shaolin Capital Management LLC,425622,2021-09-29,0.044500000000000005,4315807,ADOC
"Yakira Capital Management, Inc.",394321,2021-09-29,0.041299999999999996,3998414,ADOC
Bank of Montreal/Can/,260491,2021-09-29,0.0273,2641378,ADOC
"Basso Capital Management, L.P.",193856,2021-09-29,0.0203,1965699,ADOC
