Holder,Shares,Date Reported,% Out,Value,ABV
Beryl Capital Management LLC,1716939,2021-09-29,0.0858,17375422,AHPAU
Polar Asset Management Partners Inc.,1550000,2021-09-29,0.0775,15686000,AHPAU
Citadel Advisors LLC,1420218,2021-09-29,0.071,14372606,AHPAU
HGC Investment Management Inc.,1278196,2021-09-29,0.0639,12935343,AHPAU
Millennium Management LLC,1269543,2021-09-29,0.0635,12847775,AHPAU
"MMCAP International, Inc. SPC",925000,2021-09-29,0.0463,9361000,AHPAU
Hudson Bay Capital Management Lp,850000,2021-09-29,0.0425,8602000,AHPAU
Fir Tree Capital Management LLP,850000,2021-09-29,0.0425,8602000,AHPAU
"Shaw D.E. & Co., Inc.",850000,2021-09-29,0.0425,8602000,AHPAU
Sage Rock Capital Management LP,750000,2021-09-29,0.0375,7590000,AHPAU
