Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,1173106,2021-09-29,0.0868,19262400,BSL
Bank of America Corporation,664760,2021-09-29,0.0492,10915359,BSL
Integrated Wealth Concepts LLC,558068,2021-09-29,0.041299999999999996,9163476,BSL
"Guggenheim Capital, LLC",380308,2021-09-29,0.0281,6244657,BSL
LPL Financial LLC,318265,2021-09-29,0.0235,5225911,BSL
"Advisors Asset Management, Inc.",162976,2021-09-29,0.0121,2676065,BSL
"Coastal Bridge Advisors, LLC",158521,2021-09-29,0.011699999999999999,2602914,BSL
Invesco Ltd.,124434,2021-09-29,0.0092,2043206,BSL
"Apollon Wealth Management, LLC",105757,2021-09-29,0.0078000000000000005,1736529,BSL
Wells Fargo & Company,88570,2021-09-29,0.0066,1454319,BSL
