Holder,Shares,Date Reported,% Out,Value,ABV
Invesco Ltd.,5411699,2021-09-29,0.1537,131720753,WLKP
"Energy Income Partners, LLC",2654477,2021-09-29,0.0754,64609970,WLKP
"Mirae Asset Global Investments Co., Ltd.",521102,2021-09-29,0.0148,12683622,WLKP
"ClearBridge Investments, LLC",507370,2021-09-29,0.0144,12349385,WLKP
"Goldman Sachs Group, Inc.",382375,2021-09-29,0.0109,9307007,WLKP
UBS Group AG,267465,2021-09-29,0.0076,6510098,WLKP
Morgan Stanley,213653,2021-09-29,0.0060999999999999995,5200314,WLKP
Acadian Asset Management. LLC,158755,2021-09-29,0.0045000000000000005,3864096,WLKP
"Tortoise Capital Advisors, LLC",128091,2021-09-29,0.0036,3117734,WLKP
Bank of Montreal/Can/,92600,2021-09-29,0.0026,2253884,WLKP
