Holder,Shares,Date Reported,% Out,Value,ABV
"Renaissance Technologies, LLC",724718,2021-09-29,0.0647,3333702,ACOR
"Point72 Asset Management, L.P.",468166,2021-09-29,0.0418,2153563,ACOR
Canyon Capital Advisors LLC,392904,2021-09-29,0.0351,1807358,ACOR
Acadian Asset Management. LLC,382404,2021-09-29,0.0341,1759058,ACOR
"Vanguard Group, Inc. (The)",341545,2021-09-29,0.0305,1571107,ACOR
Blackrock Inc.,161939,2021-09-29,0.014499999999999999,744919,ACOR
"Bridgeway Capital Management, Inc.",140590,2021-09-29,0.0126,646714,ACOR
"Federated Hermes, Inc.",98485,2021-09-29,0.0088,453031,ACOR
Invesco Ltd.,82911,2021-09-29,0.0074,381390,ACOR
"Geode Capital Management, LLC",46721,2021-09-29,0.0042,214916,ACOR
