Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",5151976,2021-09-29,0.0926,878463427,MIDD
Blackrock Inc.,4479603,2021-09-29,0.0805,763817107,MIDD
"Wellington Management Group, LLP",4270994,2021-09-29,0.0768,728247186,MIDD
Edgepoint Investment Group Inc.,2984398,2021-09-29,0.0537,508869702,MIDD
Victory Capital Management Inc.,2424474,2021-09-29,0.0436,413397061,MIDD
Brookfield Asset Management Inc.,2063942,2021-09-29,0.0371,351922750,MIDD
JP Morgan Chase & Company,1615139,2021-09-29,0.028999999999999998,275397350,MIDD
Sarasin & Partners LLP,1556897,2021-09-29,0.027999999999999997,265466507,MIDD
"Goldman Sachs Group, Inc.",1418498,2021-09-29,0.0255,241868093,MIDD
"AllianceBernstein, L.P.",1390257,2021-09-29,0.025,237052721,MIDD
