Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",6632020,2021-09-29,0.10830000000000001,1318312935,FFIV
"Wellington Management Group, LLP",5739946,2021-09-29,0.09369999999999999,1140986465,FFIV
Blackrock Inc.,4941975,2021-09-29,0.08070000000000001,982365790,FFIV
"Hotchkis & Wiley Capital Management, LLC",3197441,2021-09-29,0.052199999999999996,635587321,FFIV
State Street Corporation,2796990,2021-09-29,0.045700000000000005,555985672,FFIV
"American Century Companies, Inc.",2008607,2021-09-29,0.032799999999999996,399270899,FFIV
"Renaissance Technologies, LLC",1537862,2021-09-29,0.025099999999999997,305696208,FFIV
Swedbank,1399796,2020-12-30,0.0229,246280108,FFIV
"Ameriprise Financial, Inc.",1246146,2021-09-29,0.0204,247708901,FFIV
"Geode Capital Management, LLC",1116768,2021-09-29,0.0182,221991143,FFIV
