Holder,Shares,Date Reported,% Out,Value,ABV
Raine Capital Llc,39160846,2021-09-29,0.2328,216951086,BODY
"FMR, LLC",2500000,2021-09-29,0.0149,13850000,BODY
Appaloosa LP,2000000,2021-09-29,0.011899999999999999,11080000,BODY
Blackrock Inc.,1315548,2021-09-29,0.0078000000000000005,7288135,BODY
"Vanguard Group, Inc. (The)",1289341,2021-09-29,0.0077,7142949,BODY
Spruce House Investment Management LLC,1000000,2021-09-29,0.0059,5540000,BODY
"Geode Capital Management, LLC",795017,2021-09-29,0.004699999999999999,4404394,BODY
"Susquehanna International Group, LLP",629813,2021-09-29,0.0037,3489164,BODY
"HighTower Advisors, LLC",500100,2021-09-29,0.003,2770554,BODY
"Altai Capital Management, L.P.",500000,2021-09-29,0.003,2770000,BODY
