Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",31274485,2021-09-29,0.1457,1179048084,NTNX
"Vanguard Group, Inc. (The)",20537334,2021-09-29,0.0956,774257491,NTNX
Generation Investment Management LLP,19395496,2021-09-29,0.09029999999999999,731210199,NTNX
Blackrock Inc.,8665145,2021-09-29,0.0404,326675966,NTNX
Spyglass Capital Management LLC,6714994,2021-09-29,0.0313,253155273,NTNX
"Champlain Investment Partners, LLC",5311475,2021-09-29,0.024700000000000003,200242607,NTNX
FIL LTD,4787629,2021-09-29,0.0223,180493613,NTNX
Primecap Management Company,3495685,2021-09-29,0.0163,131787324,NTNX
First Trust Advisors Lp,3452666,2021-09-29,0.0161,130165508,NTNX
"Geode Capital Management, LLC",3094749,2021-09-29,0.0144,116672037,NTNX
