Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,5755744,2021-12-30,0.1463,181421050,STBA
"Vanguard Group, Inc. (The)",4319464,2021-12-30,0.10980000000000001,136149505,STBA
Dimensional Fund Advisors LP,1729772,2021-12-30,0.044000000000000004,54522413,STBA
State Street Corporation,1579807,2021-12-30,0.0401,49795516,STBA
Macquarie Group Limited,1218450,2021-12-30,0.031,38405544,STBA
S&T BANK/PA,944386,2021-12-30,0.024,29767046,STBA
"Charles Schwab Investment Management, Inc.",860640,2021-12-30,0.0219,27127372,STBA
"Geode Capital Management, LLC",688739,2021-12-30,0.0175,21709053,STBA
Bank Of New York Mellon Corporation,509068,2021-12-30,0.0129,16045823,STBA
Norges Bank Investment Management,488915,2020-12-30,0.0124,12144648,STBA
