Holder,Shares,Date Reported,% Out,Value,ABV
"Third Point, LLC",7647625,2021-09-29,0.011899999999999999,75940916,AUR
Citadel Advisors LLC,5809441,2021-09-29,0.009000000000000001,57687749,AUR
Sculptor Capital Lp,4557268,2021-09-29,0.0070999999999999995,45253671,AUR
Allianz Asset Management GmbH,4200000,2021-09-29,0.006500000000000001,41706000,AUR
Millennium Management LLC,3884615,2021-09-29,0.006,38574226,AUR
"Saba Capital Management, L.P.",3780810,2021-09-29,0.0059,37543443,AUR
"Shaw D.E. & Co., Inc.",3692216,2021-09-29,0.005699999999999999,36663704,AUR
Hsbc Holdings Plc,3540800,2021-09-29,0.0055000000000000005,35160144,AUR
"Alyeska Investment Group, L.P.",3536704,2021-09-29,0.0055000000000000005,35119470,AUR
Weiss Asset Management LP,2227130,2021-09-29,0.0034999999999999996,22115400,AUR
