Holder,Shares,Date Reported,% Out,Value,ABV
Magnetar Financial LLC,1500000,2021-03-30,0.075,14948700,FRWAU
Millennium Management LLC,1100000,2021-03-30,0.055,10962380,FRWAU
Blackstone Group Inc.,1000000,2021-03-30,0.05,9965800,FRWAU
"Sculptor Capital, LP",882210,2021-03-30,0.0441,8791928,FRWAU
"CVI Holdings, LLC",750000,2021-03-30,0.0375,7474350,FRWAU
Macquarie Group Limited,700000,2021-03-30,0.035,6976060,FRWAU
Periscope Capital Inc.,600000,2021-03-30,0.03,5979480,FRWAU
Glazer Capital LLC,580656,2021-03-30,0.028999999999999998,5786701,FRWAU
Calamos Advisors LLC,500000,2021-06-29,0.025,4975000,FRWAU
Hudson Bay Capital Management LP,500000,2021-03-30,0.025,4982900,FRWAU
