Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,382127,2021-12-30,0.0393,4669591,EXD
"Advisors Asset Management, Inc.",180337,2021-12-30,0.018500000000000003,2203718,EXD
LPL Financial LLC,115112,2021-12-30,0.0118,1406668,EXD
"Raymond James Financial Services Advisors, Inc.",115103,2021-12-30,0.0118,1406558,EXD
Stifel Financial Corporation,98409,2021-12-30,0.0101,1202557,EXD
Bank of America Corporation,69810,2021-12-30,0.0072,853078,EXD
"Advisor Group, Inc.",62397,2021-12-30,0.0064,762491,EXD
"Mariner, LLC",52015,2021-12-30,0.0053,635623,EXD
Invesco Ltd.,48440,2021-12-30,0.005,591936,EXD
"Cascadia Advisory Services, LLC",46140,2021-09-29,0.004699999999999999,519997,EXD
