Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,3115550,2021-09-29,0.1605,118546677,IIIN
Price (T.Rowe) Associates Inc,1347937,2021-09-29,0.0695,51289002,IIIN
"Vanguard Group, Inc. (The)",1246621,2021-09-29,0.0642,47433929,IIIN
Dimensional Fund Advisors LP,1071193,2021-09-29,0.0552,40758893,IIIN
"Franklin Resources, Inc.",865175,2021-09-29,0.0446,32919908,IIIN
State Street Corporation,618178,2021-09-29,0.0319,23521672,IIIN
Royce & Associates LP,531132,2021-09-29,0.0274,20209572,IIIN
"Wellington Management Group, LLP",421444,2021-09-29,0.0217,16035944,IIIN
"Mirae Asset Global Investments Co., Ltd.",414260,2021-09-29,0.0213,15762593,IIIN
Royal Bank of Canada,394142,2021-09-29,0.0203,14997103,IIIN
