Holder,Shares,Date Reported,% Out,Value,ABV
"Apollo Management Holdings, L.P.",1485000,2021-09-29,0.0849,14731200,AMCIU
Shaolin Capital Management LLC,1485000,2021-09-29,0.0849,14731200,AMCIU
"Aristeia Capital, LLC",1000000,2021-09-29,0.0571,9920000,AMCIU
Adage Capital Partners GP L.L.C.,900000,2021-09-29,0.051399999999999994,8928000,AMCIU
UBS O'Connor LLC,752937,2021-09-29,0.043,7469135,AMCIU
Davidson Kempner Capital Management LP,750000,2021-09-29,0.0429,7440000,AMCIU
Kepos Capital Lp,619500,2021-09-29,0.0354,6145440,AMCIU
Calamos Advisors LLC,600000,2021-09-29,0.034300000000000004,5952000,AMCIU
Millennium Management LLC,550000,2021-09-29,0.031400000000000004,5456000,AMCIU
"Tenor Capital Management Co., L.p.",470683,2021-09-29,0.0269,4669175,AMCIU
