Holder,Shares,Date Reported,% Out,Value,ABV
Invesco Ltd.,33915896,2021-09-29,0.1038,1555382990,HTHT
Price (T.Rowe) Associates Inc,15084996,2021-09-29,0.0462,691797916,HTHT
Schroder Investment Management Group,8544980,2021-09-29,0.0262,391872782,HTHT
"Vanguard Group, Inc. (The)",7761625,2021-09-29,0.023799999999999998,355948122,HTHT
Blackrock Inc.,7425248,2021-09-29,0.0227,340521873,HTHT
JP Morgan Chase & Company,6891217,2021-09-29,0.021099999999999997,316031211,HTHT
Generation Investment Management LLP,6842261,2021-09-29,0.0209,313786089,HTHT
"American Century Companies, Inc.",4919299,2021-09-29,0.0151,225599052,HTHT
Ward Ferry Management (BVI) Ltd,3828092,2021-09-29,0.011699999999999999,175556299,HTHT
Capital International Investors,3438818,2021-09-29,0.0105,157704193,HTHT
