Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",7584879,2021-09-29,0.0785,185905384,LEVI
"Wellington Management Group, LLP",5840402,2021-09-29,0.0605,143148253,LEVI
"Parnassus Investments, LLC",5440306,2021-09-29,0.056299999999999996,133341900,LEVI
Blackrock Inc.,4083281,2021-09-29,0.042300000000000004,100081217,LEVI
Macquarie Group Limited,3770685,2021-09-29,0.039,92419489,LEVI
"FMR, LLC",3112518,2021-09-29,0.0322,76287816,LEVI
Capital Research Global Investors,2950000,2021-09-29,0.0305,72304500,LEVI
Putnam Investments LLC,2429968,2021-09-29,0.0252,59558515,LEVI
"Goldman Sachs Group, Inc.",2429098,2021-09-29,0.025099999999999997,59537191,LEVI
Hall Kathryn A.,2090750,2021-09-29,0.0216,51244282,LEVI
