Holder,Shares,Date Reported,% Out,Value,ABV
SIT Investment Associates Inc,1620639,2021-09-29,0.038,13986114,ASG
Wells Fargo & Company,1453150,2021-09-29,0.0341,12540684,ASG
Morgan Stanley,1287378,2021-09-29,0.0302,11110072,ASG
City of London Investment Management Co. Limited,549834,2021-09-29,0.0129,4745067,ASG
"Shaker Financial Services, LLC",500753,2021-09-29,0.011699999999999999,4321498,ASG
LPL Financial LLC,415670,2021-09-29,0.0097,3587232,ASG
"Yakira Capital Management, Inc.",414900,2021-09-29,0.0097,3580587,ASG
"Claraphi Advisory Network, LLC",357678,2021-09-29,0.0084,3086761,ASG
"Advisors Asset Management, Inc.",281447,2021-09-29,0.0066,2428887,ASG
Cohen & Steers Inc.,277509,2021-09-29,0.006500000000000001,2394902,ASG
