Holder,Shares,Date Reported,% Out,Value,ABV
Macquarie Group Limited,1200000,2021-09-29,0.0536,11688000,AFAQ
"Saba Capital Management, L.P.",1137875,2021-09-29,0.0508,11082902,AFAQ
Sculptor Capital Lp,1062576,2021-09-29,0.047400000000000005,10349490,AFAQ
"CVI Holdings, LLC",1000000,2021-09-29,0.0446,9740000,AFAQ
Marshall Wace LLP,991358,2021-09-29,0.0443,9655826,AFAQ
Millennium Management LLC,932017,2021-09-29,0.0416,9077845,AFAQ
Glazer Capital LLC,811897,2021-09-29,0.0362,7907876,AFAQ
"Centerbridge Partners, L.P.",600000,2021-09-29,0.0268,5844000,AFAQ
Hudson Bay Capital Management Lp,590536,2021-09-29,0.0264,5751820,AFAQ
"Basso Capital Management, L.P.",535263,2021-09-29,0.0239,5213461,AFAQ
