Holder,Shares,Date Reported,% Out,Value,ABV
Invesco Ltd.,3493439,2021-09-29,0.0611,35318668,BKKT
Azora Capital LP,1732577,2021-09-29,0.030299999999999997,17516353,BKKT
"Toroso Investments, LLC",1221273,2021-09-29,0.021400000000000002,12347070,BKKT
"Susquehanna International Group, LLP",797329,2021-09-29,0.0139,8060996,BKKT
"Tenor Capital Management Co., L.p.",743767,2021-09-29,0.013000000000000001,7519484,BKKT
Wells Fargo & Company,545047,2021-09-29,0.0095,5510425,BKKT
"Corbin Capital Partners, LP",500000,2021-09-29,0.0087,5055000,BKKT
Millennium Management LLC,424284,2021-09-29,0.0074,4289511,BKKT
"TIG Advisors, LLC",377976,2021-09-29,0.0066,3821337,BKKT
"Boothbay Fund Management, LLC",338970,2021-09-29,0.0059,3426986,BKKT
