Holder,Shares,Date Reported,% Out,Value,ABV
Capital World Investors,16013391,2021-09-29,0.1234,2425548334,DRI
Capital International Investors,15065834,2021-09-29,0.1161,2282021875,DRI
"Vanguard Group, Inc. (The)",14204304,2021-09-29,0.1094,2151525926,DRI
Blackrock Inc.,8525043,2021-09-29,0.06570000000000001,1291288263,DRI
State Street Corporation,5341928,2021-09-29,0.0412,809141834,DRI
"Ameriprise Financial, Inc.",2808176,2021-09-29,0.0216,425354418,DRI
"Geode Capital Management, LLC",2321477,2021-09-29,0.0179,351634121,DRI
Newport Trust Co,2215849,2021-09-29,0.0171,335634648,DRI
Voya Investment Management LLC,2061528,2021-09-29,0.0159,312259646,DRI
Norges Bank Investment Management,1617168,2020-12-30,0.0125,192637052,DRI
