Holder,Shares,Date Reported,% Out,Value,ABV
Canada Pension Plan Investment Board,13532749,2021-09-29,0.0603,206239094,MNSO
Schroder Investment Management Group,8825252,2021-09-29,0.0393,134496840,MNSO
Carmignac Gestion,5126893,2021-09-29,0.0229,78133849,MNSO
TT International Asset Management LTD,2799873,2021-09-29,0.0125,42670064,MNSO
"Matthews International Capital Management, LLC",2790700,2021-09-29,0.0124,42530268,MNSO
"Vanguard Group, Inc. (The)",2363109,2021-09-29,0.0105,36013781,MNSO
Price (T.Rowe) Associates Inc,1974756,2021-09-29,0.0088,30095281,MNSO
FIL LTD,1972826,2021-09-29,0.0088,30065868,MNSO
"Goldman Sachs Group, Inc.",1402503,2021-09-29,0.0063,21374145,MNSO
Ontario Teachers' Pension Plan Board,1355046,2021-09-29,0.006,20650901,MNSO
