Holder,Shares,Date Reported,% Out,Value,ABV
City of London Investment Management Co. Limited,10071162,2021-12-30,0.2979,171209754,TDF
Lazard Asset Management LLC,4710343,2021-12-30,0.1393,80075831,TDF
"Allspring Global Investments Holdings, LLC",3090424,2021-12-30,0.09140000000000001,52537208,TDF
Uncommon Cents Investing LLC,429639,2021-12-30,0.0127,7303863,TDF
"1607 Capital Partners, LLC",223925,2021-12-30,0.0066,3806725,TDF
Morgan Stanley,223901,2021-12-30,0.0066,3806317,TDF
"WebsterRogers Financial Advisors, LLC",142500,2021-12-30,0.0042,2422500,TDF
Bank of America Corporation,136845,2021-12-30,0.004,2326365,TDF
"Flagship Harbor Advisors, LLC",77532,2021-12-30,0.0023,1318044,TDF
Royal Bank of Canada,59585,2021-12-30,0.0018,1012945,TDF
