Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,15720325,2021-09-29,0.06709999999999999,29082601,ASXC
State Street Corporation,11857519,2021-09-29,0.0506,21936410,ASXC
"Vanguard Group, Inc. (The)",11090537,2021-09-29,0.0473,20517493,ASXC
"Geode Capital Management, LLC",3898267,2021-09-29,0.0166,7211793,ASXC
First Trust Advisors Lp,2524184,2021-09-29,0.0108,4669740,ASXC
Northern Trust Corporation,2165005,2021-09-29,0.0092,4005259,ASXC
Morgan Stanley,2054254,2021-09-29,0.0088,3800369,ASXC
"Susquehanna International Group, LLP",1537753,2021-09-29,0.0066,2844843,ASXC
Nuveen Asset Management,1403837,2021-09-29,0.006,2597098,ASXC
Rafferty Asset Management,1215357,2021-09-29,0.0052,2248410,ASXC
