Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",10485525,2021-09-29,0.15,179302477,CCXI
"Vanguard Group, Inc. (The)",4843053,2021-09-29,0.0693,82816206,CCXI
State Street Corporation,4574262,2021-09-29,0.0654,78219880,CCXI
Blackrock Inc.,4428554,2021-09-29,0.0634,75728273,CCXI
Wasatch Advisors Inc,2575035,2021-09-29,0.0368,44033098,CCXI
Invesco Ltd.,1053324,2021-09-29,0.0151,18011840,CCXI
Eventide Asset Management LLC,1040000,2021-09-29,0.0149,17784000,CCXI
Citadel Advisors LLC,959687,2021-09-29,0.0137,16410647,CCXI
"Geode Capital Management, LLC",935419,2021-09-29,0.0134,15995664,CCXI
"Voloridge Investment Management, LLC",587176,2021-09-29,0.0084,10040709,CCXI
