Holder,Shares,Date Reported,% Out,Value,ABV
"Aristeia Capital, LLC",1629000,2021-09-29,0.0652,16159680,DHCAU
Millennium Management LLC,927716,2021-09-29,0.0371,9202942,DHCAU
Magnetar Financial LLC,723248,2021-09-29,0.028900000000000002,7174620,DHCAU
"First Pacific Advisors, LP",629832,2021-09-29,0.0252,6247933,DHCAU
"Bracebridge Capital, LLC",500000,2021-09-29,0.02,4960000,DHCAU
Calamos Advisors LLC,500000,2021-09-29,0.02,4960000,DHCAU
"Scopus Asset Management, LLC",500000,2021-09-29,0.02,4960000,DHCAU
Citigroup Inc.,223900,2021-09-29,0.009000000000000001,2221088,DHCAU
"Jane Street Group, LLC",206855,2021-09-29,0.0083,2052001,DHCAU
"Cohen & Co Financial Management, Llc",200000,2021-09-29,0.008,1984000,DHCAU
