Holder,Shares,Date Reported,% Out,Value,ABV
"Hotchkis & Wiley Capital Management, LLC",1221520,2021-09-29,0.0817,20887992,PCOM
"Pembroke Management, LTD",1047015,2021-09-29,0.0701,17903956,PCOM
Qv Investors Inc.,996966,2021-09-29,0.0667,17048118,PCOM
"Rice, Hall, James & Associates",836122,2021-09-29,0.055999999999999994,14297686,PCOM
"Renaissance Technologies, LLC",642830,2021-09-29,0.043,10992393,PCOM
Burgundy Asset Management Ltd.,629500,2021-09-29,0.0421,10764450,PCOM
"Harspring Capital Management, LLC",611000,2021-09-29,0.0409,10448100,PCOM
"Kopion Asset Management, LLC",449488,2021-09-29,0.0301,7686244,PCOM
"FMR, LLC",442163,2021-09-29,0.0296,7560987,PCOM
Fiera Capital Corporation,339506,2021-09-29,0.0227,5805552,PCOM
