Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,2000000,2021-09-29,0.0725,20289600,KINZU
Magnetar Financial LLC,482700,2021-09-29,0.0175,4896894,KINZU
Shaolin Capital Management LLC,250000,2021-09-29,0.0091,2536200,KINZU
HGC Investment Management Inc.,150000,2021-09-29,0.0054,1521720,KINZU
HRT Financial LLC,99940,2021-09-29,0.0036,1013871,KINZU
"Wealthspring Capital ,LLC",88750,2021-09-29,0.0032,900351,KINZU
"Yakira Capital Management, Inc.",70000,2021-09-29,0.0025,710136,KINZU
"Sage Mountain Advisors, LLC",62500,2021-09-29,0.0023,634050,KINZU
Landscape Capital Management LLC,59270,2021-09-29,0.0021,601282,KINZU
Citigroup Inc.,50000,2021-09-29,0.0018,507240,KINZU
