Holder,Shares,Date Reported,% Out,Value,ABV
Intrinsic Edge Capital Management LLC,1003692,2021-09-29,0.0384,5359715,SRAX
"Vanguard Group, Inc. (The)",913225,2021-09-29,0.0349,4876621,SRAX
"Susquehanna International Group, LLP",826179,2021-09-29,0.0316,4411795,SRAX
Jacob Asset Management of New York LLC,368541,2021-09-29,0.0141,1968008,SRAX
"Jane Street Group, LLC",190469,2021-09-29,0.0073,1017104,SRAX
"Geode Capital Management, LLC",187312,2021-09-29,0.0072,1000246,SRAX
Marshall Wace LLP,147822,2021-09-29,0.005699999999999999,789369,SRAX
Dimensional Fund Advisors LP,129366,2021-09-29,0.0049,690814,SRAX
"Occudo Quantitative Strategies, LP",109830,2021-09-29,0.0042,586492,SRAX
"Cruiser Capital Advisors, LLC",95265,2021-09-29,0.0036,508715,SRAX
