Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,8314634,2021-09-29,0.1549,687703378,R
"Vanguard Group, Inc. (The)",5248310,2021-09-29,0.0977,434087720,R
Earnest Partners LLC,2845732,2021-09-29,0.053,235370493,R
"FMR, LLC",1716206,2021-09-29,0.032,141947398,R
Pzena Investment Management Llc,1699681,2021-09-29,0.0317,140580615,R
Dimensional Fund Advisors LP,1609804,2021-09-29,0.03,133146888,R
State Street Corporation,1597866,2021-09-29,0.0298,132159496,R
Bank of America Corporation,1320271,2021-09-29,0.0246,109199614,R
"HG Vora Capital Management, LLC",1300000,2021-09-29,0.0242,107523000,R
"Ensign Peak Advisors, Inc",931646,2021-09-29,0.0174,77056440,R
