Holder,Shares,Date Reported,% Out,Value,ABV
Van Eck Associates Corporation,2610665,2021-09-29,0.0593,17752522,MTA
"U.S. Global Investors, Inc.",891287,2021-09-29,0.0202,6060751,MTA
Morgan Stanley,839810,2021-09-29,0.0191,5710708,MTA
"Euro Pacific Asset Management, LLC",460706,2021-09-29,0.0105,3132800,MTA
"ETF Managers Group, LLC",446529,2021-09-29,0.0101,3036397,MTA
683 Capital Management LLC,342665,2021-09-29,0.0078000000000000005,2330122,MTA
"Susquehanna International Group, LLP",194601,2021-09-29,0.0044,1323286,MTA
Marshall Wace LLP,132430,2021-09-29,0.003,900524,MTA
"Renaissance Technologies, LLC",92600,2021-09-29,0.0021,629680,MTA
Cambridge Investment Research Advisors Inc.,54227,2021-09-29,0.0012,368743,MTA
