Holder,Shares,Date Reported,% Out,Value,ABV
Invesco Ltd.,279848,2021-12-30,0.0176,10357174,STK
Janney Montgomery Scott LLC,263287,2021-12-30,0.0165,9744251,STK
Morgan Stanley,239855,2021-12-30,0.0151,8877033,STK
"Advisors Asset Management, Inc.",238580,2021-12-30,0.015,8829845,STK
"Advisor Group, Inc.",96217,2021-12-30,0.006,3560991,STK
"Claraphi Advisory Network, LLC",94098,2021-12-30,0.0059,3482566,STK
Royal Bank of Canada,84178,2021-12-30,0.0053,3115427,STK
Bank of America Corporation,76711,2021-12-30,0.0048,2839074,STK
"Aviance Capital Partners, LLC",50223,2021-12-30,0.0032,1858753,STK
"Ameriprise Financial, Inc.",44374,2021-12-30,0.0028000000000000004,1642281,STK
