Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,7277456,2021-09-29,0.1482,71173519,WSR
"Vanguard Group, Inc. (The)",2484982,2021-09-29,0.0506,24303123,WSR
"Highland Capital Management Fund Advisors, L.P.",2269195,2021-09-29,0.0462,22192727,WSR
State Street Corporation,1639080,2021-09-29,0.0334,16030202,WSR
"Geode Capital Management, LLC",761033,2021-09-29,0.0155,7442902,WSR
"Prudential Financial, Inc.",757320,2021-09-29,0.0154,7406589,WSR
Parametric Portfolio Associates,674764,2021-09-29,0.0137,6599191,WSR
Dimensional Fund Advisors LP,630473,2021-09-29,0.0128,6166025,WSR
"Two Sigma Investments, LP",558230,2021-09-29,0.011399999999999999,5459489,WSR
Nuveen Asset Management,535648,2021-09-29,0.0109,5238637,WSR
