Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",7827272,2021-09-29,0.0697,495153226,BYD
Blackrock Inc.,6782949,2021-09-29,0.0604,429089353,BYD
Cohen & Steers Inc.,6768075,2021-09-29,0.0602,428148424,BYD
"FMR, LLC",4917952,2021-09-29,0.0438,311109643,BYD
"HG Vora Capital Management, LLC",4100000,2021-09-29,0.0365,259366000,BYD
Invesco Ltd.,2880553,2021-09-29,0.0256,182223782,BYD
"Zeke Capital Advisors, Llc",2701622,2021-09-29,0.024,170904607,BYD
JP Morgan Chase & Company,2363732,2021-09-29,0.021,149529686,BYD
State Street Corporation,2044840,2021-09-29,0.0182,129356578,BYD
BAMCO Inc.,1592405,2021-09-29,0.014199999999999999,100735540,BYD
