Holder,Shares,Date Reported,% Out,Value,ABV
"General Catalyst Group Management, LLC",34426357,2021-09-29,0.3095,267492793,CZOO
"FMR, LLC",32474126,2021-09-29,0.292,252323959,CZOO
"D1 Capital Partners, LP",10000000,2021-09-29,0.08990000000000001,77700000,CZOO
Blackrock Inc.,6506810,2021-09-29,0.058499999999999996,50557913,CZOO
Pelham Capital Ltd.,6000000,2021-09-29,0.053899999999999997,46620000,CZOO
Durable Capital Partners LP,5127547,2021-09-29,0.0461,39841040,CZOO
Marcho Partners LLP,4290428,2021-09-29,0.038599999999999995,33336625,CZOO
Morgan Stanley,3554027,2021-09-29,0.032,27614789,CZOO
"Sapphire Ventures, LLC",3251701,2021-09-29,0.0292,25265716,CZOO
"Samlyn Capital, LLC",2697606,2021-09-29,0.024300000000000002,20960398,CZOO
