Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",8260311,2021-09-29,0.0975,346107030,FTDR
Janus Henderson Group PLC,7369674,2021-09-29,0.087,308789340,FTDR
Mackenzie Financial Corporation,4779405,2021-09-29,0.0564,200257069,FTDR
ArrowMark Colorado Holdings LLC,4535061,2021-09-29,0.0536,190019055,FTDR
Atlanta Capital Management Company LLC,4109409,2021-09-29,0.048499999999999995,172184237,FTDR
Blackrock Inc.,3624909,2021-09-29,0.042800000000000005,151883687,FTDR
Bnp Paribas Asset Management Holding S.a.,3394146,2021-09-29,0.0401,142214717,FTDR
Capital Research Global Investors,3244073,2021-09-29,0.0383,135926658,FTDR
FIL LTD,2847342,2021-09-29,0.0336,119303629,FTDR
Senvest Management LLC,2515645,2021-09-29,0.0297,105405525,FTDR
