Holder,Shares,Date Reported,% Out,Value,ABV
Canada Pension Plan Investment Board,46867691,2021-09-29,0.17350000000000002,478050448,RNW
"Goldman Sachs Group, Inc.",34133476,2021-09-29,0.1264,348161455,RNW
TT International Asset Management LTD,17500000,2021-09-29,0.06480000000000001,178500000,RNW
Sylebra Capital Ltd,5545179,2021-09-29,0.020499999999999997,56560825,RNW
"Zimmer Partners, LP",3009861,2021-09-29,0.0111,30700582,RNW
Invesco Ltd.,2891075,2021-09-29,0.010700000000000001,29488965,RNW
Millennium Management LLC,2705600,2021-09-29,0.01,27597120,RNW
Citadel Advisors LLC,2507924,2021-09-29,0.009300000000000001,25580824,RNW
Adage Capital Partners GP L.L.C.,2274595,2021-09-29,0.0084,23200869,RNW
Weiss Asset Management LP,2200000,2021-09-29,0.008100000000000001,22440000,RNW
