Holder,Shares,Date Reported,% Out,Value,ABV
"Saba Capital Management, L.P.",1050513,2021-09-29,0.1042,15862746,JSD
SIT Investment Associates Inc,698453,2021-09-29,0.0693,10546640,JSD
"Guggenheim Capital, LLC",266954,2021-09-29,0.0265,4031005,JSD
"Next Capital Management, LLC",129538,2021-09-29,0.0128,1956023,JSD
Morgan Stanley,114117,2021-09-29,0.0113,1723166,JSD
Thrivent Financial For Lutherans,108021,2021-09-29,0.010700000000000001,1631117,JSD
"Advisors Asset Management, Inc.",99902,2021-09-29,0.009899999999999999,1508520,JSD
"Bulldog Investors, LLC",94855,2021-09-29,0.009399999999999999,1432310,JSD
"Baird Financial Group, Inc.",84455,2021-09-29,0.0084,1275270,JSD
Mid Atlantic Financial Management Inc.,76500,2021-09-29,0.0076,1155150,JSD
