Holder,Shares,Date Reported,% Out,Value,ABV
Polar Asset Management Partners Inc.,1800000,2021-09-29,0.052199999999999996,17514000,TWNT
Nomura Holdings Inc.,1500000,2021-09-29,0.0435,14595000,TWNT
Marshall Wace LLP,1384904,2021-09-29,0.0401,13475115,TWNT
Altshuler Shaham Ltd,1310000,2021-09-29,0.038,12746300,TWNT
Millennium Management LLC,1188600,2021-09-29,0.0345,11565078,TWNT
LMR Partners LLP,1000000,2021-09-29,0.028999999999999998,9730000,TWNT
Farallon Capital Management Llc,1000000,2021-09-29,0.028999999999999998,9730000,TWNT
"Goldman Sachs Group, Inc.",948158,2021-09-29,0.0275,9225577,TWNT
"Saba Capital Management, L.P.",867799,2021-09-29,0.0252,8443684,TWNT
Sculptor Capital Lp,748148,2021-09-29,0.0217,7279480,TWNT
