Holder,Shares,Date Reported,% Out,Value,ABV
Polar Asset Management Partners Inc.,485000,2021-09-29,0.09699999999999999,4961598,NOVVU
"Boothbay Fund Management, LLC",485000,2021-09-29,0.09699999999999999,4961598,NOVVU
ATW Spac Management LLC,485000,2021-09-29,0.09699999999999999,4961598,NOVVU
Hudson Bay Capital Management Lp,480000,2021-09-29,0.096,4910448,NOVVU
"Saba Capital Management, L.P.",435034,2021-09-29,0.087,4450441,NOVVU
"Yakira Capital Management, Inc.",350000,2021-09-29,0.07,3580535,NOVVU
Periscope Capital Inc.,325000,2021-09-29,0.065,3324782,NOVVU
"CVI Holdings, LLC",220000,2021-09-29,0.044000000000000004,2250622,NOVVU
Mangrove Partners,202477,2021-09-29,0.0405,2071359,NOVVU
Beryl Capital Management LLC,178670,2021-09-29,0.035699999999999996,1827811,NOVVU
