Holder,Shares,Date Reported,% Out,Value,ABV
Carlyle Group Inc.,60755473,2021-09-29,0.3342,3717627392,ZI
"TA Associates, L.P.",55848345,2021-09-29,0.3072,3417360230,ZI
Capital World Investors,20663839,2021-09-29,0.1137,1264420308,ZI
Morgan Stanley,17928216,2021-09-29,0.0986,1097027537,ZI
"Vanguard Group, Inc. (The)",15727193,2021-09-29,0.08650000000000001,962346939,ZI
"FMR, LLC",13014557,2021-09-29,0.0716,796360742,ZI
Allianz Asset Management GmbH,12856252,2021-09-29,0.0707,786674059,ZI
"Wellington Management Group, LLP",10581244,2021-09-29,0.0582,647466320,ZI
Blackrock Inc.,9630316,2021-09-29,0.053,589279036,ZI
GQG Partners LLC,5292020,2021-09-29,0.0291,323818703,ZI
