Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,2834994,2021-12-30,0.0603,256708706,TTEC
"Vanguard Group, Inc. (The)",2449025,2021-12-30,0.0521,221759213,TTEC
Dimensional Fund Advisors LP,1165503,2021-12-30,0.0248,105536296,TTEC
State Street Corporation,583411,2021-12-30,0.0124,52827866,TTEC
St. Denis J. Villere & Company,479596,2021-12-30,0.0102,43427417,TTEC
Boston Partners,461085,2021-12-30,0.0098,41751246,TTEC
Thrivent Financial For Lutherans,445259,2021-12-30,0.0095,40318202,TTEC
Fiera Capital Corporation,440493,2021-12-30,0.009399999999999999,39886641,TTEC
Norges Bank Investment Management,421532,2020-12-30,0.009000000000000001,30742328,TTEC
Fuller & Thaler Asset Management Inc.,419275,2021-12-30,0.0089,37965351,TTEC
