Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,1153244,2021-09-29,0.0587,23468515,CPZ
"Saba Capital Management, L.P.",750821,2021-09-29,0.0382,15279207,CPZ
UBS Group AG,736723,2021-09-29,0.0375,14992313,CPZ
SIT Investment Associates Inc,693911,2021-09-29,0.0353,14121088,CPZ
"Rivernorth Capital Management, Llc",598001,2021-09-29,0.0305,12169320,CPZ
Royal Bank of Canada,479470,2021-09-29,0.024399999999999998,9757214,CPZ
Wells Fargo & Company,444748,2021-09-29,0.0227,9050621,CPZ
Parametric Portfolio Associates,192533,2021-09-29,0.0098,3918046,CPZ
"SkyView Investment Advisors, LLC",163494,2021-09-29,0.0083,3327102,CPZ
"Advisors Asset Management, Inc.",161541,2021-09-29,0.008199999999999999,3287359,CPZ
