Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",25590976,2021-09-29,0.1193,1428488280,CF
Price (T.Rowe) Associates Inc,19687635,2021-09-29,0.09179999999999999,1098963785,CF
Blackrock Inc.,19455216,2021-09-29,0.0907,1085990157,CF
"FMR, LLC",9486416,2021-09-29,0.044199999999999996,529531741,CF
State Street Corporation,9340657,2021-09-29,0.0436,521395473,CF
Invesco Ltd.,6660012,2021-09-29,0.0311,371761869,CF
Bank Of New York Mellon Corporation,5922239,2021-09-29,0.0276,330579380,CF
"Glendon Capital Management, LP",4958222,2021-09-29,0.0231,276767952,CF
"Geode Capital Management, LLC",4652805,2021-09-29,0.0217,259719575,CF
Capital World Investors,4342588,2021-09-29,0.0202,242403262,CF
