Holder,Shares,Date Reported,% Out,Value,ABV
Community Trust & Investment Company,1785487,2021-09-29,0.1001,75169002,CTBI
Blackrock Inc.,1364052,2021-09-29,0.0764,57426589,CTBI
Dimensional Fund Advisors LP,1071371,2021-09-29,0.06,45104719,CTBI
"Vanguard Group, Inc. (The)",922264,2021-09-29,0.051699999999999996,38827314,CTBI
Northern Trust Corporation,497370,2021-09-29,0.0279,20939277,CTBI
JP Morgan Chase & Company,340756,2021-09-29,0.0191,14345827,CTBI
State Street Corporation,324757,2021-09-29,0.0182,13672269,CTBI
"FMR, LLC",320682,2021-09-29,0.018000000000000002,13500712,CTBI
Norges Bank Investment Management,286501,2020-12-30,0.0161,10614862,CTBI
"Geode Capital Management, LLC",273616,2021-09-29,0.015300000000000001,11519233,CTBI
